Id,Name,CourseCatalogId,IsOurs
2fd83a79-6008-499f-8973-c0d99029a1f5,First Aid,b1670146-674a-4730-9e9d-d7d29ba52385,YES
e136fe86-6567-4d49-9d93-3628076f7aaa,five-point scale,b1670146-674a-4730-9e9d-d7d29ba52385,YES
144da7de-5bf9-4777-9244-aecceeccb56a,Flow,b1670146-674a-4730-9e9d-d7d29ba52385,YES
19449b55-b75b-45e8-b567-8a3874445aaf,Follow-through,b1670146-674a-4730-9e9d-d7d29ba52385,YES
41f8b9e3-e1c0-459c-80ce-83eca7a191c6,Follow-up,b1670146-674a-4730-9e9d-d7d29ba52385,YES
307d8360-91e5-4d9b-b070-cdfc7def74fe,Follow-Up,6dec10c7-41f0-4bdc-8305-75171ac3de04,NO
40cb3eec-6756-440d-b699-90d5875b5594,footwear,b1670146-674a-4730-9e9d-d7d29ba52385,YES
4ecd428f-9704-49d8-ba19-6c379b7e6a30,forecasting,b1670146-674a-4730-9e9d-d7d29ba52385,YES
1dd4c0d2-ba31-47fc-b431-a4402e02274c,Forecasting,070e3f2e-79cc-43ff-b0bb-1952a69cfc08,NO
56b69644-5db9-440a-b234-d55c9bd3ab0d,Forecasting,6dec10c7-41f0-4bdc-8305-75171ac3de04,NO
df2a05e8-1c97-4ce7-9e17-35946f7cb964,foreman,b1670146-674a-4730-9e9d-d7d29ba52385,YES
762cf9cb-49ab-4c33-be1c-33dad0b6a9e4,Foreman Training,b1670146-674a-4730-9e9d-d7d29ba52385,YES
1925b7a6-a389-4689-b953-4ef7fede1ee4,foundation,b1670146-674a-4730-9e9d-d7d29ba52385,YES
b7e6a84c-6b52-4766-a1f2-be42a306306a,Frontline Leadership,b1670146-674a-4730-9e9d-d7d29ba52385,YES
